"SubscriptionId","ResourceGroup","MigrateProject","MachineName","TargetVMName","TargetResourceGroup","ReplicationStatus","DiskCount","TotalDiskSizeGB","Status","Message","Timestamp"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2BORAPXXDWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2RECDBORILV1",,,"Delta sync","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2TFSAPXXDWV3",,,"Delta sync","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2PTTGWXXTWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2SNWAPTMDWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MUBDBORILV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2EMVDBORDWV2",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2RSAAPAPDWV2",,,"Delta sync","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2ETLAPDMDWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MODDBORDLV2",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2OBPDBSQIWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2BORAPXXTWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MCRAPAPIWV1",,,"Delta sync","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2MFAAPAUILV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2IBGWBWSIWV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2FATDBSQIWV3",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
"d88f0b5b-6660-4607-8c6a-395820400912","azuremigrate-rg-01","AzureMigrateProject-DevSIT-01","D2IBGAPDMULV1",,,"Paused","0","0","Failed","Missing an argument for parameter 'ForceRemove'. Specify a parameter of type 'System.String' and try again.","2025-10-23 16:16:42"
