"SubscriptionId","SubscriptionName","VaultName","VaultResourceGroup","VaultLocation","MachineName","ReplicationHealth","ProtectionState","ProtectionStateDescription","ReplicationProvider","FabricName","ContainerName","DiskCount","TotalDiskSizeGB","CacheStorageGB","DiskDetails","MonthlyCostSavings","AnnualCostSavings","ASRInstanceCost","DiskStorageCost","LastRpoCalculatedTime","RpoInSeconds","Status","Message","Timestamp"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAMOJAPSWV1","Critical","Protected","Protected","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:13:54"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAAXIDBSQSWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:13:55"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAAMTWBITWV1","Critical","Protected","Protected","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:13:56"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAT24APNTSWV4CL","Normal","UnplannedFailoverCommitted","Failover committed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:13:57"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASASAPPWBSLV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:13:58"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASHPAPFEWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:13:59"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAIBMAPSLV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:00"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","SIT-Mobl-BNK-DB-01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:01"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","Dev-Mobl-BNK-APP-01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:02"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAVNVAPSWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:03"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRTFSDBWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:04"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAMVSAPREDWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:05"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASASAPODELV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:06"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAAMTWBTTSWV1","Critical","Protected","Protected","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:07"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRCRMWBWV02","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:08"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRCRMDBWV01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:09"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRCRMSPWV02","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:10"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASASDBMEHLV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:11"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAAMTWBATSWV1","Critical","Protected","Protected","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:12"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASHPDBSQWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:13"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DEVAVDPHEA-4","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:14"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASASWBRESLV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:15"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DEVAVDPHEA-17","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:16"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAVNVDBSQSWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:17"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAPPIAPSWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:19"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DEVAVDPHSA-2","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:20"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DATEMWBSWV1","Critical","Protected","Protected","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:21"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAT24DBSQSWV2CL","Normal","UnplannedFailoverCommitted","Failover committed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:22"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAT24APNTSWV2","Normal","UnplannedFailoverCommitted","Failover committed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:23"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","Dev-Mobl-BNK-DB-01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:24"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRTFSAPWV03","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:25"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAPPIDBSWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:26"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DACRMAPFEWV02","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:27"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DATFSAPOCDWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:29"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DEVAVDPHEA-14","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:30"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAT24APNTSWV4","Normal","UnplannedFailoverCommitted","Failover committed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:31"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRTFSMWWV01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:32"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAAXIAPSWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:33"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASHPAPFEOWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:36"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DEVAVDPHEA-5","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:37"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRCRMDBWV02","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:38"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DASHPDBSQDWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:39"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAMODWBSWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:40"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","Dev-Mobl-BNK-Web-01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:41"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DAMODDBSQWV1","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:42"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRTFSApWV01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:43"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DTAZRCRMWBWV01","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:44"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DEVAVDPHSA-0","Normal","UnplannedFailoverCommitPendingStatesBegin","Failover completed","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:45"
"d88f0b5b-6660-4607-8c6a-395820400912","BAB-Core","bab-core-migrt-rsv-swec-01","BAB-Core-Migration-01","swedencentral","DATEMDBSQSWV1","Critical","Protected","Protected","Azure-to-Azure","UAE North","asr-a2a-default-uaenorth-container","0","0","0","","25","300","25","0",,,"Success","ASR replication stopped and replica disks deleted successfully","2025-10-23 18:14:46"
