Namespace,Pod_Name,Phase,Node,Effective_CPU_Request_Cores,Effective_Memory_Request_GiB,Container_Count,InitContainer_Count,Controller
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-496r8","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-4k6tn","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-4vvh2","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-5gkbt","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-62kpj","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-67x68","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-6fndz","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-6vdqr","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-7c8gd","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-7dlts","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-7k97k","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-7mnrs","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-7vdr8","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-b5np8","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-b8pmc","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-bp54p","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-cst2g","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-cvckv","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-ddx6c","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-fvg2h","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-gg7mr","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-htxf5","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-lmh72","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-mqlms","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-nz8mh","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-pld7g","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-pnzsk","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-pphmm","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-pqkjm","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-qhfch","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-rgf66","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-rlxhf","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-rs2f7","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-trgqb","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-vw88t","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-xc2c9","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-xsnwx","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-xzm56","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-544cb98ccc-zkjqq","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-544cb98ccc"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-54d879594b-9pfkm","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-54d879594b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-54d879594b-c4n9k","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-54d879594b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-54d879594b-cwmkl","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-54d879594b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-54d879594b-n2rdj","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-54d879594b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-54d879594b-pzhjm","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-54d879594b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-54d879594b-szqlc","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-54d879594b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-54d879594b-vfqqw","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-54d879594b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-665f4fff4b-p8llk","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-665f4fff4b"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-79dd6f55fd-2mjsh","Running","bab-dev-aro-01-zm4qv-worker-swec-01-h4skf","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-79dd6f55fd"
"bab-dev-baasplatform-apps-01","baas-sdk-manager-api-runtime-79dd6f55fd-s8fss","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-sdk-manager-api-runtime-79dd6f55fd"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-2jnrk","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-2pmgw","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-2zz4f","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-4w7kh","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-4wlcj","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-56mxc","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-5p84w","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-6l4b8","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-6n78c","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-6vxpf","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-6wmzj","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-75jct","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-7hbdh","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-7j547","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-7wm9q","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-82rpm","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-8k4ch","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-8m6dv","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-8p8xq","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-8zvww","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-9kpft","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-9scsq","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-bjczd","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-ckrjq","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-cn84q","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-crlg6","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-d57zf","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-d8w56","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-f2rkf","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-fb4m9","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-fb7tm","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-fq4cm","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-g44tt","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-g9rfp","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-glsnd","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-gzp24","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-h6pld","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-hgrp4","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-htlbd","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-j5dz9","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-jps9m","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-jzmzp","Failed","bab-dev-aro-01-zm4qv-worker-swec-07-48zfr","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
"bab-dev-baasplatform-apps-01","baas-turmeric-b2b-runtime-8646d9fdff-kzg9c","Failed","bab-dev-aro-01-zm4qv-worker-swec-03-pdt28","0.25","1","1","0","ReplicaSet/baas-turmeric-b2b-runtime-8646d9fdff"
