Namespace,Pod,CPU_Usage,Memory_Usage
bab-dev-cp4i,apic-dev-mgmt-ldap-5c5d9d8c7d-4dds9,10m,77Mi
bab-dev-cp4i,apic-dev-mgmt-lur-84996fbd7f-tds7z,14m,50Mi
bab-dev-cp4i,apic-dev-mgmt-natscluster-0,0m,12Mi
bab-dev-cp4i,apic-dev-mgmt-portal-proxy-674bc94cf9-6fws8,8m,71Mi
bab-dev-cp4i,apic-dev-mgmt-s3proxy-0,0m,27Mi
bab-dev-cp4i,apic-dev-mgmt-taskmanager-6cfc6c56d8-lclrv,0m,141Mi
bab-dev-cp4i,apic-dev-mgmt-ui-79b4dddfcf-cjtr9,0m,48Mi
bab-dev-cp4i,apic-dev-mgmt-websocket-proxy-c6849554-5w2dz,0m,53Mi
bab-dev-cp4i,cert-manager-operator-controller-manager-64c45db57d-cwsr2,24m,75Mi
bab-dev-cp4i,cs-keycloak-0,1m,486Mi
bab-dev-cp4i,datapower-operator-7bffcc979d-v988z,0m,21Mi
bab-dev-cp4i,datapower-operator-conversion-webhook-7579c5f54f-kl99d,1m,33Mi
bab-dev-cp4i,db-01-dev-dash-567bccbb88-g4v9k,39m,208Mi
bab-dev-cp4i,download-sadad-billers-is-5995b95f4b-p2j4d,0m,232Mi
bab-dev-cp4i,dummy-is-86b69f5c45-qzzql,1m,13Mi
bab-dev-cp4i,get-billers-list-is-64cddb98-zprf6,0m,15Mi
bab-dev-cp4i,get-charge-card-list-is-7f8777775d-cvnff,0m,15Mi
bab-dev-cp4i,get-cust-accts-list-is-77cb47f456-mw8pp,0m,15Mi
bab-dev-cp4i,ibm-apiconnect-7f5b79fd65-4qkwc,72m,185Mi
bab-dev-cp4i,ibm-appconnect-operator-6fd97d6b77-nd2hp,23m,251Mi
bab-dev-cp4i,ibm-common-service-operator-8654c486dd-sdjfp,0m,48Mi
bab-dev-cp4i,ibm-integration-platform-navigator-operator-7955dfb7d-jnvtb,2m,301Mi
bab-dev-cp4i,ibm-mq-operator-6bc6fd547d-ptl4k,1m,84Mi
bab-dev-cp4i,integration-navigator-ibm-inte-3c22-deployment-57bcbc486f-rvh5q,4m,107Mi
bab-dev-cp4i,keycloak-edb-cluster-2,28m,280Mi
bab-dev-cp4i,mq-test-is-844786764d-68q4r,0m,11Mi
bab-dev-cp4i,operand-deployment-lifecycle-manager-87c79cc85-m89k8,78m,71Mi
bab-dev-cp4i,postgresql-operator-controller-manager-1-22-8-5d6765d5d4-vtfh4,17m,144Mi
bab-dev-cp4i,rhbk-operator-549dbdd689-szpks,0m,287Mi
bab-dev-dgpdpl-bigid-01,bigid-ml-worker-84f96f8799-77s8s,0m,275Mi
bab-dev-dgpdpl-bigid-01,data-retention-ui-service-b57b4dcd-x8xx2,0m,3Mi
bab-dev-dgpdpl-bigid-01,informatica-edc-5698cd765d-8d595,0m,221Mi
bab-dev-dgpdpl-bigid-01,ucapi-855b988bf9-f4s8f,0m,61Mi
bab-dev-dgpdpl-bigid-01,ucapi-nginx-reverse-proxy-5c95d4d489-4xkwk,0m,2Mi
bab-dev-dgpdpl-bigid-privacy-01,pp-bigidme-connectors-manager-67d97fdf99-c669z,2m,555Mi
bab-dev-dgpdpl-bigid-privacy-01,pp-postgresql-user-manager-pgpool-7f869dc7d-lpczf,41m,897Mi
bab-dev-dgpdpl-bigid-privacy-01,pp-postgresql-user-manager-postgresql-0,8m,259Mi
bab-dev-dgpdpl-bigid-privacy-01,pp-rabbitmq-2,199m,282Mi
bab-dev-dgpdpl-bigid-privacy-01,pp-redis-node-0,31m,22Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-5nxw6,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-5qmmj,0m,19Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-6f76v,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-79ctr,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-8d6ps,0m,18Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-959t8,0m,14Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-9dgp7,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-9tfhd,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-cqmzx,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-cvltv,0m,12Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-g2zr4,0m,20Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-ndzmb,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-sgmst,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-tqrr5,0m,16Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-xfjgx,0m,19Mi
bab-dev-k8s-secrets-store-csi,azure-csi-provider-csi-secrets-store-provider-azure-xwt9m,0m,17Mi
bab-dev-k8s-secrets-store-csi,csi-secrets-store-secrets-store-csi-driver-5lqnc,0m,46Mi
bab-dev-k8s-secrets-store-csi,csi-secrets-store-secrets-store-csi-driver-5vldj,0m,49Mi
bab-dev-k8s-secrets-store-csi,csi-secrets-store-secrets-store-csi-driver-cbxvl,0m,48Mi
bab-dev-k8s-secrets-store-csi,csi-secrets-store-secrets-store-csi-driver-fm6pf,0m,49Mi
bab-dev-k8s-secrets-store-csi,csi-secrets-store-secrets-store-csi-driver-w8hsw,0m,49Mi
bab-dev-k8s-secrets-store-csi,csi-secrets-store-secrets-store-csi-driver-zrtkh,0m,59Mi
bab-dev-newbib,accountservices-5f4fdfdbb7-tf46q,0m,1055Mi
bab-dev-newbib,arxidam-7bb9dd4df5-gx4s7,0m,853Mi
bab-dev-newbib,arxlauncher-d4f96bf67-q62tg,0m,241Mi
bab-dev-newbib,arxsso-6c4b969f6d-4hf69,0m,814Mi
bab-dev-newbib,arxwebapp-74967c8bc9-klwqk,1m,1365Mi
bab-dev-newbib,cbxflash-66ccff47b6-d7674,0m,564Mi
bab-dev-newbib,cpadminservicescbx-784b897fb9-7cf7f,1m,1077Mi
bab-dev-newbib,dtbwebappcbx-746bf59776-xcb2x,0m,2277Mi
bab-dev-newbib,entlwebcbx-689d9c496c-tmvm6,0m,976Mi
bab-dev-newbib,ex-aao-ss-0,11m,326Mi
bab-dev-newbib,ex-aao-ss-1,13m,1040Mi
bab-dev-newbib,paymentsalertservice-69ccf89f68-7w2br,1m,623Mi
bab-dev-newbib,paymentschargesservice-7fdc6fd4fc-t9cq5,0m,727Mi
bab-dev-newbib,paymentservice-58577bb4b5-m2r2j,1m,0Mi
bab-dev-newbib,paymentservicescbx-865dbbbb44-pmjlj,0m,1175Mi
bab-dev-newbib,paymentsinquiryservice-7bdcb5958b-bk46b,1m,1025Mi
bab-dev-newbib,paymentsonboardingservice-684c86599c-tzz2j,1071m,625Mi
bab-dev-newbib,pncweb-c6b55b5bc-vxbjw,0m,703Mi
bab-dev-newbib,producttourcbx-758d6c656b-m4w85,0m,1218Mi
bab-dev-newbib,statementservicescbx-69b5bc86bc-vxc8p,1m,1035Mi
bab-dev-newbib,xxarxidamxx-778d4f9f56-lq6nd,0m,1227Mi
bab-dev-observe,dev-baas-collector-5c6ddb9468-p9fkn,0m,28Mi
bab-dev-observe,tempo-dev-tempo-compactor-6fd5dd4f86-lwvqx,1m,54Mi
bab-dev-observe,tempo-dev-tempo-distributor-b85899fbc-c2f8s,1m,48Mi
bab-dev-observe,tempo-dev-tempo-gateway-79766cdf9d-kkblr,0m,51Mi
bab-dev-observe,tempo-dev-tempo-querier-74f9774db-hdwvp,1m,60Mi
bab-dev-observe,tempo-dev-tempo-query-frontend-5598cb8f7f-fct5j,6m,71Mi
bab-dev-rpa-apps-01,9aae22bb-4b8a-431f-8685-5b90eb13e509-22-977cf4ff9-pwnvn,74m,1822Mi
bab-dev-rpa-apps-01,ai-app-deployment-7f448d88cc-8c2m7,1m,115Mi
bab-dev-rpa-apps-01,ai-app-deployment-7f448d88cc-q9b9d,1m,115Mi
bab-dev-rpa-apps-01,ai-appmanager-deployment-cf8977d94-tqf6f,0m,75Mi
bab-dev-rpa-apps-01,ai-appmanager-deployment-cf8977d94-vw4zn,0m,68Mi
bab-dev-rpa-apps-01,ai-deployer-deployment-b69d5c9d7-42884,1m,76Mi
bab-dev-rpa-apps-01,ai-deployer-deployment-b69d5c9d7-jt4zz,2m,74Mi
bab-dev-rpa-apps-01,ai-helper-deployment-84d899c857-fpvnr,1m,697Mi
bab-dev-rpa-apps-01,ai-helper-deployment-84d899c857-zzskt,1m,67Mi
bab-dev-rpa-apps-01,ai-pkgmanager-deployment-6ff68b4f7b-8csxc,1m,72Mi
bab-dev-rpa-apps-01,ai-pkgmanager-deployment-6ff68b4f7b-b4sdx,1m,75Mi
bab-dev-rpa-apps-01,ai-trainer-deployment-68b76c8744-84cs5,1m,79Mi
bab-dev-rpa-apps-01,ai-trainer-deployment-68b76c8744-tslpm,1m,72Mi
bab-dev-rpa-apps-01,aievents-deploy-647b446899-fzlvj,7m,322Mi
bab-dev-rpa-apps-01,aievents-deploy-647b446899-hj9ql,7m,274Mi
bab-dev-rpa-apps-01,aievents-deploy-647b446899-mw5rn,9m,349Mi
bab-dev-rpa-apps-01,aievents-deploy-647b446899-ppwgw,12m,303Mi
bab-dev-rpa-apps-01,aievents-deploy-647b446899-ssjq8,3m,319Mi
bab-dev-rpa-apps-01,aimetering-5fbbb6b4b4-6x9r6,4m,224Mi
bab-dev-rpa-apps-01,aimetering-5fbbb6b4b4-ltqbb,4m,213Mi
bab-dev-rpa-apps-01,aimetering-5fbbb6b4b4-m7dgf,4m,227Mi
bab-dev-rpa-apps-01,aimetering-5fbbb6b4b4-q6bd9,1m,203Mi
bab-dev-rpa-apps-01,aimetering-5fbbb6b4b4-xfxz2,3m,225Mi
bab-dev-rpa-apps-01,aistorage-c6ffd7495-j7vbc,0m,212Mi
bab-dev-rpa-apps-01,aistorage-c6ffd7495-wgtgz,0m,195Mi
bab-dev-rpa-apps-01,demo-app-79f774f96f-drgl9,0m,4Mi
bab-dev-rpa-apps-01,du-digitizer-54457f6f9-9s5pc,0m,155Mi
bab-dev-rpa-apps-01,du-digitizer-54457f6f9-rv69g,0m,162Mi
bab-dev-rpa-apps-01,du-digitizer-cleanup-66bfd5bcfc-nhqgg,0m,173Mi
bab-dev-rpa-apps-01,du-digitizer-worker-deployment-7c7c477955-kvlq7,1m,236Mi
bab-dev-rpa-apps-01,du-digitizer-worker-deployment-7c7c477955-lnn7n,1m,215Mi
bab-dev-rpa-apps-01,du-digitizer-worker-deployment-7c7c477955-lv8rp,1m,212Mi
bab-dev-rpa-apps-01,du-documentmanager-dm-5bbc767787-ffb7r,0m,954Mi
bab-dev-rpa-apps-01,du-documentmanager-dm-5bbc767787-jnwgm,1m,976Mi
bab-dev-rpa-apps-01,du-documentmanager-dm-5bbc767787-qdr7g,0m,957Mi
bab-dev-rpa-apps-01,du-extended-ocr-844f8f5c9d-4nxt7,1m,1625Mi
bab-dev-rpa-apps-01,du-extended-ocr-844f8f5c9d-z9c77,3m,1506Mi
bab-dev-rpa-apps-01,du-extended-ocr-proxy-5794f7d6bd-gk9qc,0m,1657Mi
bab-dev-rpa-apps-01,du-extended-ocr-proxy-5794f7d6bd-lfw9z,0m,639Mi
bab-dev-rpa-apps-01,du-frontend-6496865f75-g82qb,1m,88Mi
bab-dev-rpa-apps-01,du-frontend-6496865f75-zs2wd,1m,87Mi
bab-dev-rpa-apps-01,du-provisioning-8569b48b59-jq7pf,1m,155Mi
bab-dev-rpa-apps-01,du-provisioning-8569b48b59-rwg4q,1m,150Mi
bab-dev-rpa-apps-01,du-services-fe-b8f84d79d-k6bsq,2m,106Mi
bab-dev-rpa-apps-01,du-services-fe-b8f84d79d-pzns5,0m,94Mi
bab-dev-rpa-apps-01,du-services-ikc-7b8d97b688-dqmwp,1m,99Mi
bab-dev-rpa-apps-01,du-services-ikc-7b8d97b688-dr279,1m,108Mi
bab-dev-rpa-apps-01,identity-service-api-669c7678bd-xk57n,2m,86Mi
bab-dev-rpa-apps-01,identity-service-api-669c7678bd-zm25b,1m,87Mi
bab-dev-rpa-apps-01,identity-service-web-848d457d47-8chqh,1m,84Mi
bab-dev-rpa-apps-01,identity-service-web-848d457d47-dmvcz,1m,81Mi
bab-dev-rpa-apps-01,orchestrator-7cc89fc9d4-8k2qz,1m,74Mi
bab-dev-rpa-apps-01,orchestrator-7cc89fc9d4-m6p6v,1m,71Mi
bab-dev-rpa-apps-01,platform-authorization-service-588889fb64-kjgxq,4m,636Mi
bab-dev-rpa-apps-01,platform-authorization-service-588889fb64-ptjxb,5m,644Mi
bab-dev-rpa-apps-01,platform-license-accountant-76f498d745-9nvps,7m,254Mi
bab-dev-rpa-apps-01,platform-license-accountant-76f498d745-xnxcm,9m,249Mi
bab-dev-rpa-apps-01,platform-license-accountant-worker-f964fd5b8-bh6w9,16m,246Mi
bab-dev-rpa-apps-01,platform-license-accountant-worker-f964fd5b8-hl4h8,15m,230Mi
bab-dev-rpa-apps-01,platform-license-resource-manager-7795f6d96d-pl25c,10m,224Mi
bab-dev-rpa-apps-01,platform-license-resource-manager-7795f6d96d-st2kg,13m,222Mi
bab-dev-rpa-apps-01,platform-license-resource-manager-worker-74846f8fb9-2ngsb,22m,228Mi
bab-dev-rpa-apps-01,platform-license-resource-manager-worker-74846f8fb9-5tbkg,9m,131Mi
bab-dev-rpa-apps-01,platform-location-service-7d9fd7744d-8mgdp,6m,197Mi
bab-dev-rpa-apps-01,platform-location-service-7d9fd7744d-r99d5,7m,196Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-2h5j6,1m,71Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-722hn,2m,72Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-9cht7,0m,68Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-9g2np,0m,74Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-cff9z,1m,67Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-grsrt,1m,71Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-hkxwj,686m,640Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-r5v5r,1m,69Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-txgr2,1m,71Mi
bab-dev-rpa-apps-01,platform-messagebus-service-5d45cdf5bc-zcqw4,1087m,647Mi
bab-dev-rpa-apps-01,platform-organization-management-service-698d8bb864-g6rfb,2m,82Mi
bab-dev-rpa-apps-01,platform-organization-management-service-698d8bb864-xvt6v,1m,80Mi
bab-dev-rpa-apps-01,platform-portal-7d46cf498-9d9jf,1m,201Mi
bab-dev-rpa-apps-01,platform-portal-7d46cf498-9zkpb,2m,198Mi
bab-dev-rpa-apps-01,platform-resource-catalog-service-559d7d5cb9-t4qmn,9m,533Mi
bab-dev-rpa-apps-01,platform-resource-catalog-service-559d7d5cb9-wv6sh,2m,543Mi
bab-dev-rpa-apps-01,pushgateway-prometheus-pushgateway-78cff4c854-w4nl2,0m,33Mi
bab-dev-rpa-apps-01,reloader-reloader-759f74966c-2t2xz,0m,32Mi
bab-dev-rpa-apps-01,robotube-6cc8cd7db8-7hpxj,1m,178Mi
bab-dev-rpa-apps-01,robotube-6cc8cd7db8-ns6wb,0m,199Mi
bab-dev-rpa-apps-01,webhook-service-56f89965bc-hpsd6,1m,698Mi
bab-dev-rpa-apps-01,webhook-service-56f89965bc-rd85w,2m,715Mi
bab-dev-web-baas,abb-account-statement-service-5ffb5766fb-5mcsj,4m,711Mi
bab-dev-web-baas,abb-account-statement-service-amr-tarek-7fd95b5c44-ldzg6,4m,624Mi
bab-dev-web-baas,abb-card-statement-service-777d5bdd76-m8bv9,1m,333Mi
bab-dev-web-baas,active-directory-service-57586ff94c-wh8jl,0m,862Mi
bab-dev-web-baas,auth-service-54b4bcb84b-qtknk,0m,209Mi
bab-dev-web-baas,branch-app-ui-845b765b4f-q6976,0m,69Mi
bab-dev-web-baas,branch-statement-service-86b4d9dfc9-wgr7v,0m,302Mi
bab-dev-web-baas,efatourah-xml-5f6bfd4c-2577w,0m,183Mi
bab-dev-web-baas,enjaz-contacts-service-864649b46-gwgcn,0m,779Mi
bab-dev-web-baas,error-message-service-6959c87dcc-2sqtt,5m,0Mi
bab-dev-web-baas,error-message-service-8545846c6c-j9848,0m,450Mi
bab-dev-web-baas,ldap-service-859b87466f-6rhwq,3m,162Mi
bab-dev-web-baas,mock-api-app-5cd6d77b96-vk2nw,0m,174Mi
bab-dev-web-baas,moi-cache-578dcbd44d-7qxwq,0m,483Mi
bab-dev-web-baas,moi-cache-67d79b69cb-m99t7,9m,0Mi
bab-dev-web-baas,mongo-db-handler-87489c4c8-zrfz2,0m,238Mi
bab-dev-web-baas,net-utils1-f99966b64-cbdtc,0m,24Mi
bab-dev-web-baas,otel-collector-5fc799f7f8-gm2zm,40m,1312Mi
bab-dev-web-baas,rmb-docs-service-8484ddfd44-rdvvs,0m,227Mi
bab-dev-web-baas,shorten-url-ms-74b585cd97-nb8lk,0m,344Mi
bab-dev-web-baas,sme-loan-app-6ddb659b9b-gfxj4,0m,238Mi
bab-dev-web-baas,statement-integrator-service-65fd9cb648-w6qdz,2m,798Mi
bab-dev-web-baas,statement-manager-service-577df64484-8c959,1m,370Mi
bab-dev-web-baas,statement-poller-59f8c94f4d-pst7w,2m,619Mi
bab-dev-web-baas,tanfeeth-report-poller-6f88db9f75-xgmqf,3m,680Mi
bab-dev-web-baas,utility-service-689f58d9f-dxlbp,0m,268Mi
babamldev,sas-aml-core-79d8bc4-nphkx,1m,1017Mi
babamldev,sas-analytics-events-84849cbfcd-zftb2,1m,41Mi
babamldev,sas-analytics-execution-84d7d47858-v7tnk,5m,45Mi
babamldev,sas-analytics-gateway-ccfcbbfd5-2ljhw,1m,1105Mi
babamldev,sas-analytics-resources-f54d84c9d-mdxmb,1m,147Mi
babamldev,sas-annotations-7fb76948bd-vh7bc,1m,46Mi
babamldev,sas-app-registry-5cd88fcccb-rtmt4,2m,82Mi
babamldev,sas-arke-7c6b6c56c8-zptg2,12m,127Mi
babamldev,sas-audit-bf6b9b44c-mdbhm,3m,91Mi
babamldev,sas-authorization-54f48588b7-tf88h,6m,2231Mi
babamldev,sas-batch-594d5f668c-64kx8,1m,40Mi
babamldev,sas-cas-control-57bf95d7-r6l42,1m,137Mi
babamldev,sas-cas-operator-576fb96b5d-pq22b,0m,138Mi
babamldev,sas-cas-server-default-controller,59m,2801Mi
babamldev,sas-catalog-services-7496d5cdbb-r7rzz,0m,110Mi
babamldev,sas-chromium-server-7c677d66d6-rn6pw,0m,241Mi
babamldev,sas-code-debugger-9dc6886b4-7j769,0m,37Mi
babamldev,sas-code-debugger-app-7dfd4c67d5-9bsrk,0m,37Mi
babamldev,sas-collaboration-99bf88b7d-dcvkc,1m,52Mi
babamldev,sas-compute-84f6bbc7f9-nrvq2,1m,132Mi
babamldev,sas-compute-server-8e1dc6c1-ad43-49da-9739-befc0c80e29c-fpd96,0m,860Mi
babamldev,sas-configuration-5cd9675b6d-wcxmx,9m,103Mi
babamldev,sas-connect-7b9d7676f-59cmc,1m,41Mi
babamldev,sas-connect-spawner-656c669db6-hjbpc,0m,10Mi
babamldev,sas-consul-server-0,41m,215Mi
babamldev,sas-consul-server-1,15m,150Mi
babamldev,sas-consul-server-2,14m,157Mi
babamldev,sas-content-6d754d954f-dgt8t,1m,67Mi
babamldev,sas-credentials-998489b5f-hfnqv,0m,543Mi
babamldev,sas-data-agent-server-colocated-0,1m,13Mi
babamldev,sas-data-agent-services-745745f597-ck8jc,1m,46Mi
babamldev,sas-data-explorer-app-7859594c4b-gvw69,0m,605Mi
babamldev,sas-data-flows-6549b66bb7-j95t4,0m,99Mi
babamldev,sas-data-mining-models-7668b87d76-67st9,0m,40Mi
babamldev,sas-data-mining-project-resources-689df8bcf9-wqtcf,1m,63Mi
babamldev,sas-data-mining-results-cbb58fbfc-kt2g8,1m,45Mi
babamldev,sas-data-mining-risk-models-6f4cf6f7cd-jvd6z,1m,53Mi
babamldev,sas-data-plans-6879f7d7c4-bnsbw,1m,577Mi
babamldev,sas-data-quality-services-6d7b7f54b6-pkvfx,1m,44Mi
babamldev,sas-data-server-operator-f7f48bdc9-h4xg2,0m,75Mi
babamldev,sas-data-sources-6cb6ff5ff8-qqcd4,1m,53Mi
babamldev,sas-data-studio-app-6849f5db7f-8jzm8,0m,51Mi
babamldev,sas-decision-manager-app-86d4554fdb-28h8b,0m,49Mi
babamldev,sas-decisions-55b68fcfc4-cdqkf,0m,616Mi
babamldev,sas-decisions-framework-9d4ffb54c-cmlbg,1m,694Mi
babamldev,sas-decisions-runtime-builder-86c9cc77db-mw658,0m,46Mi
babamldev,sas-deployment-data-66b4dc848c-b24jc,0m,45Mi
babamldev,sas-device-management-55894d74d5-mwc87,0m,42Mi
babamldev,sas-discovery-services-68bd79844d-gkf2c,1m,45Mi
babamldev,sas-document-generator-adapter-6bf5fb69d4-8gk5w,0m,1162Mi
babamldev,sas-drive-app-5fb9cd54c-mg6t7,0m,36Mi
babamldev,sas-environment-manager-app-85c85d5d45-8lz7m,0m,69Mi
babamldev,sas-feature-flags-574744965f-mjst5,4m,103Mi
babamldev,sas-file-store-867df6cdf-jsx5c,0m,167Mi
babamldev,sas-files-656d4bd8bf-x5g5q,0m,659Mi
babamldev,sas-formats-6598c846df-578cv,0m,43Mi
babamldev,sas-geography-6959584c7c-dtrh5,1m,62Mi
babamldev,sas-graph-builder-app-57d4f958f9-fdjsx,0m,41Mi
babamldev,sas-graph-templates-d88df4559-dxstp,0m,41Mi
babamldev,sas-identities-7c7fcc4954-dlcv6,0m,1480Mi
babamldev,sas-import-9-55b8f4cc85-br6q9,0m,454Mi
babamldev,sas-information-catalog-app-559c94bd8-sk876,1m,41Mi
babamldev,sas-insights-867d897769-wsmpg,0m,45Mi
babamldev,sas-job-execution-54988fdddb-bh22s,0m,758Mi
babamldev,sas-job-execution-app-6f9ccdd567-6c9k7,0m,39Mi
