Deployment	babamldev	sas-arke	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-audit	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-authorization	1	50m	1Gi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-batch	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-cas-control	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-cas-operator	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-catalog-services	1	500m	500Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-chromium-server	1	100m	410Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-code-debugger	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-code-debugger-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-collaboration	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-compute	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-configuration	1	500m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-connect	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-connect-spawner	1	50m	128Mi	25m;50m;75m;75m	25Mi;50Mi;64Mi;64Mi
Deployment	babamldev	sas-content	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-credentials	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-data-agent-services	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-data-explorer-app	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-data-flows	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-data-mining-models	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-data-mining-project-resources	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-data-mining-results	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-data-mining-risk-models	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-data-plans	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-data-quality-services	1	50m	100Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-data-server-operator	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-data-sources	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-data-studio-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-decision-manager-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-decisions	1	50m	768Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-decisions-framework	1	50m	768Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-decisions-runtime-builder	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-deployment-data	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-device-management	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-discovery-services	1	500m	500Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-document-generator-adapter	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-drive-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-environment-manager-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-feature-flags	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-file-store	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-files	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-formats	1	450m;400m	50Mi;10Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-geography	1	100m	90Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-graph-builder-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-graph-templates	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-identities	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-import-9	1	50m	1Gi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-information-catalog-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-insights	1	50m;100m	50Mi;410Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-job-execution	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-job-execution-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-job-flow-scheduling	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-landing-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-launcher	1	50m	1Gi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-lineage-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-list-data	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-localization	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-logon-app	1	500m	1Gi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-microanalytic-score	1	250m	750M	25m;50m;500m;50m	25Mi;50Mi;500Mi;50Mi
Deployment	babamldev	sas-migration-manager	0	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-ml-pipeline-automation	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-mobile-investigator-app	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-model-management	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-model-manager-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-model-publish	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-model-repository	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-model-studio-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-natural-language-generation	1	50m	650M	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-office-addin-app	1	50m	50Mi	25m;50m	25Mi;50Mi
Deployment	babamldev	sas-opendistro-operator	1	50m	50Mi	50m	50Mi
Deployment	babamldev	sas-preferences	1	50m	50Mi	25m;50m;75m;100m	25Mi;50Mi;64Mi;90Mi
Deployment	babamldev	sas-prepull	1	50m	50Mi		
Deployment	babamldev	sas-readiness	1	50m	50Mi	25m;50m	25Mi;50Mi
